epoch,accuracy,loss,val_accuracy,val_loss
0,0.8885499835014343,0.40586432814598083,0.9257000088691711,0.2520262598991394
1,0.9303500056266785,0.24226760864257812,0.9333999752998352,0.228225439786911
2,0.9396166801452637,0.21100541949272156,0.9394999742507935,0.205168679356575
3,0.9459666609764099,0.1910775899887085,0.9427000284194946,0.19135865569114685
4,0.94923335313797,0.1782722771167755,0.9476000070571899,0.18055039644241333
5,0.9514333605766296,0.1689424365758896,0.9483000040054321,0.1768249124288559
6,0.954800009727478,0.16043904423713684,0.9520000219345093,0.17234300076961517
